doc_id,text
BBDFT160304.txt,"
                                     FT.com

                        March 4, 2016 Friday 2:18 PM GMT

UK's growing medical tech sector looks to be in rude health

BYLINE: Andrew Ward in London

LENGTH: 822 words


What do you get if you cross a Golden Triangle with a Silicon Roundabout? A
growing band of UK entrepreneurs hope the answer will be a globally competitive
hub for innovation in ""digital health"".

Companies operating at the intersection of technology and medical science are
attracting increasing attention -- and finance -- as the digital revolution that
has reshaped sectors such as retail and banking begins to transform healthcare.

As in other areas, the US west coast has led the way with companies including
Fitbit, the maker of wearable fitness monitors, but the UK south-east is aiming
to give California a run for its money.

Cambridge Cognition, a Cambridge-based developer of cognitive testing
technology, this week said it was working with London-based Ctrl Group on
wearable devices that could detect signs of dementia and depression by tracking
changes in people's everyday behaviour.

This was just the latest example of convergence between London's thriving
""Silicon Roundabout"" tech cluster and the ""Golden Triangle"" of scientific
research between Oxford, Cambridge and the capital.

Last month, DeepMind, the London-based artificial intelligence company acquired
by Google for "
BBDFT160401.txt,"
                                     FT.com

                        April 1, 2016 Friday 5:03 AM GMT

Healthcare apps battle to be taken seriously

BYLINE: Andrew Jack

LENGTH: 959 words


If the vibrancy of an industry is judged by its output, digital health apps are
thriving. When assessed instead by uptake and value, progress appears more
hesitant.

On the Apple store alone, there are now more than 165,000 health-related apps
available, offering everything from early stage prevention to advanced medical
consultation and monitoring. Yet just 5 per cent register any significant number
of downloads.

""There's something new every day,"" says Karen Taylor, director of the UK centre
for health solutions at Deloitte. ""But I think there is a degree of hype. It's
difficult to pull out the reality.""

There is little doubt about the underlying trend, and capacity, for digital
health services. The fast-growing reach of the internet, big data analysis and
ever wider availability of smartphones has provided expanding access to more
sophisticated tools and information. A study by BCC Research estimated that by
2018, the mobile health industry overall would be worth $21.5bn.

The technological capacity of such services offers speed, convenience, anonymity
and potentially greater effectiveness. The trend towards ""gamefication"" and
nudging in order to gently change individual behaviours provides new approaches
and motivations which are increasingly being tapped in health.

A poll in February by PwC concluded that ""people are demanding more convenient
care, more access and a bigger say in decisions about them and their care ...
They're willing to have their care in non-traditional settings, from
non-traditional players.""

Brian Pomering, a PwC partner specialising in healthcare, says: ""I think we're
getting to a critical turning point where citizens are not going to accept the
status quo.""

The majority of health-related apps and online services focus on prevention:
systems to inspire, encourage and monitor healthier lifestyles, led by fitness,
wellness and nutrition. Many incorporate movement indicators, allowing
effortless monitoring of distance walked or heights climbed.

A newer twist has come in ""brain health"", with tools such as  Peak, designed to
stimulate improvements in memory, numerical and verbal reasoning; or  Wizard, to
help the memory in people with schizophrenia. More broadly, services such as the
Big White Wall provide a way to express concerns about depression and seek
support. Others offer cognitive behavioural therapy.

Other types of health app assist with medicines, home monitoring of medical
conditions and sharing of information, which can help with diagnosis, offer
guidance and assistance, and even be tapped to help recruitment into clinical
trials. The growing use of artificial intelligence -- such as  IBM's Watson --
offers far greater scope for diagnosis and treatment in the future.

Uncertainties lie ahead. One question is how far many health apps measure the
right things. As a report from the Vitality Institute, a think-tank within the
South African health insurance company Discovery, cautioned this month: ""Despite
the benefits to health of such interventions, companies ... often entirely
neglect to integrate scientific or behavioural evidence into their devices.""

The UK's National Health Service has responded with a library showcasing health
apps. The European Commission is exploring the prospect of establishing
""kitemarks"" of quality for apps.

Another concern is whether devices measure reliably. Integrated movement
indicators, for instance, will only work so long as the wearer is attached to
them. They are open to manipulation for those seeking to overstate their
physical activity -- a temptation in the case of apps linked to incentives
offered by health insurers and other providers.

The US Food and Drug Administration has stepped up regulatory scrutiny of apps
which directly affect patients. Among services requiring its approval are apps
that monitor heart wave function irregularities, emit light used for examining
patients and control medical devices and machinery.

One factor prompting worry among doctors is whether self diagnosis risks
triggering greater misdiagnosis. ""Who has clinical responsibility if something
goes wrong?"" asks Mr Pomering. ""People can always find the worst and rarest of
rare diseases in themselves, and miss things.""

There is also the matter of how far apps reach those most in need. While
smartphones are increasingly widespread even in lower income countries, people
with access and who are motivated to use health apps are often those who are
less in need. The focus on consumer health products for people who are healthy
may need to be shifted to devices that actually help the sick and assist
healthcare professionals.

A report by the Nuffield Trust in February argued: ""To date, there has been a
real focus on apps and devices to improve wellness -- such as step and calorie
counters -- as well as those focused on a single disease. There has been less of
a focus on tools for complex costly patients.""

Privacy is an important issue. While few cases of the misuse of personal health
data have been identified -- leading to discrimination in health insurance or
employment -- there are calls for more transparency and tougher standards of
encryption and for the removal of personal identities from sensitive
information.

An NHS health apps library survey last year showed two-thirds of apps which sent
identifying information over the internet did not use encryption. There were an
estimated 7,000 data breaches in the NHS in 2011-14.

""The genie is out of the bottle,"" says Ms Taylor at Deloitte, nonetheless, on
the subject of app use. ""Even if there is scepticism among health providers and
disadvantages, patients want to use them, are asking about them and buying them
themselves.""

Providers, healthcare professionals and regulators will have to adapt.

LOAD-DATE: July 8, 2016

LANGUAGE: ENGLISH

PUBLICATION-TYPE: Web Publication


                   "
BBDFT160516.txt,"                         FT.com

                        May 16, 2016 Monday 4:00 AM GMT

Big data analysis to transform insurance industry

BYLINE: Eduardo Llull

LENGTH: 832 words


Big data analysis has revolutionised many areas of modern life -- from
healthcare, to politics, to sport -- yet not so far the property insurance
market. That looks set to change.

""The insurance industry has been a little of a hold out,"" says Lori Sherer, head
of the advanced analytics practice at management consultancy Bain, but ""is now
on the brink of innovation"".

More executives at property insurers -- who worry about tight profit margins and
growing competition -- plan to take advantage of the potential benefits of the
increasing amounts of captured data.

From weather patterns to social media, new sources of data could help them
streamline costs, be more targeted with the risks they want to underwrite,
identify new customers, predict fraud or identify which claims have the
potential to become very expensive.

Property insurance executives have ""fairly aggressive plans"" for developing big
data analysis over the next couple of years, says Klayton Southwood, director of
risk consulting at Willis Towers Watson. He cites the results of a survey the
consultancy conducted in the US last year.

If what the executives say in the survey holds true, the property insurance
industry is soon to be significantly changed by its approach to  big data.

For example, fewer than half of the property and casualty insurance executives
who took part in the survey reported that big data and the analysis of it help
them now with pricing, underwriting and risk selection. On the other hand, just
over three-quarters of the survey respondents expect big data to help them in
this area in two years' time.

The survey suggests more management teams expect to gather data from a greater
number of sources. These include data generated through website use, email and
phone calls -- and social media.

One emerging area of increasing interest to property insurers for generating
data and serving customers is the smart home. This refers to household devices
and systems -- from doorbells to air conditioning -- that produce data and can
be controlled from anywhere by computer or mobile device.

Two US-based providers, Liberty Mutual Insurance and American Family Insurance,
have partnered with Nest Labs, the smart-home tech company that Google acquired
in 2014, to offer its smoke alarm and carbon monoxide monitor, Nest Protect, to
customers for free. As part of the deal, customers can receive a discount from
the insurers on their premiums and the insurers in return receive data from the
device.

The data shared with the insurer are limited and include the status of
batteries, sensors and internet connection as well as the location of the house
and the room in which the device is located.

Data produced by customers are already used in other areas of insurance, such as
car coverage, where telematics that monitor driving style help cut premiums for
safe drivers. They are also used in retail, where supermarkets issue loyalty
cards and offer discounts in exchange for data on customers' shopping habits.

John Davies, managing director of risk finance at broker Marsh, says customers
will typically give up personal information under two conditions: if it is easy
to do so and if they receive something in return. ""In the insurance industry,""
he says, ""it's still not easy.""

Some information can be gathered without customers knowing and social media have
made this much easier. Using sites such as Facebook and Twitter, insurers can
get a better understanding of their customers' behaviour and risk profile.

The more insurers mine and use data, the more likely it is to become an area for
regulators to address. Officials at the Switzerland-based International
Association of Insurance Supervisors are discussing how insurers are using data
in order to determine if the organisation should provide guidance.

In November, the UK's Financial Conduct Authority requested information on how
insurers are using big data. It aims to publish its findings by mid-2016 and
reveal its plans on what response it will make. This could include ""a market
study, adjustments to policy or guidance or another form of intervention,""
according to its website.

Data protection laws in many countries put some limit on what insurers can do.
That does not mean, however, that insurance executives are paying attention as
much as they might.

""There are differences at different companies with how seriously they take data
protection,"" says Emma Bate, partner at international law firm DAC Beachcroft.
""This needs to be discussed at the board level.""

Regulatory and legal risks aside, one of the biggest challenges facing property
insurers is making sure they have the right people with the right skills to
capture and analyse big data properly. Respondents to the Willis Towers Watson
survey ranked this as the top big-data challenge.

""Big data can be paralysing,"" says Helen Gemmell, catastrophe modelling manager
at Liberty Specialty Markets. ""Asking the wrong questions of it or using the
data in isolation can lead to poor decisions.""

LOAD-DATE: October 3, 2016

LANGUAGE: ENGLISH

PUBLICATION-TYPE: Web Publication


                   "
BBDFT161129.txt,"                FT.com

                     November 29, 2016 Tuesday 12:00 PM GMT

Big data promise exponential change in healthcare

BYLINE: Gonzalo Vi"
BBDFT170224.txt,"           FT.com

                      February 24, 2017 Friday 5:00 AM GMT

Insurance and the big data technology revolution

BYLINE: Oliver Ralph

LENGTH: 2221 words


Automatic razors, jet packs and traffic jams on the skyways. The Jetsons made
all sorts of predictions about life in the distant future. But the Hanna-Barbera
cartoon, made in the 1960s and 1980s, skipped over the question of insurance.

That is hardly surprising. Risk management is rarely a popular topic in science
fiction. And in any case, the insurance industry has not always been quick to
pick up on new technology. ""The entire industry is focused on how life was lived
five or 10 years ago,"" says Andrew Brem, chief digital officer at Aviva.

He is not the only one who feels that way. In a recent survey of insurers by
broker Willis Towers Watson, 74 per cent of respondents felt the industry had
failed to show leadership in digital innovation.

But change is coming as the industry wakes up to the idea that the cover we
might buy 20 years from now will look very different from the cover we need
today.

Big insurance companies are pouring millions into innovation and research. Mr
Brem's company has set up what it calls a ""digital garage"" in Hoxton Square in
east London to work on new ideas. Axa is putting more than "
BBDFT170424.txt,"
                                     FT.com

                       April 24, 2017 Monday 4:35 PM GMT

Digital disrupters take big pharma 'beyond the pill'

BYLINE: Sarah Neville in London

LENGTH: 1832 words


After Maggie Philyaw developed Type 2 diabetes, she found solace not in the
medicines of the pharmaceutical industry, but the technology of Silicon Valley.
Two years ago, her then employer in North Carolina signed Ms Philyaw up to a
programme run by  Livongo Health, a California-based start-up, which gave her a
device, smaller than an iPhone and fitted with a cellular chip, that keeps track
of her blood sugar levels.

Using the latest advances in cloud computing, the drop of blood she draws each
day is instantly analysed, and a text telling her what to do -- ""drink two
glasses of water and walk for 15 minutes"" -- is sent if her readings place her
in the danger zone. At the press of a button she can also access further help
over the telephone from her ""coach"", a highly qualified dietitian who has
managed her own  diabetes for more than 40 years.

For the titans of big pharma, Ms Philyaw represents omen and opportunity, as a
disruptive breed of digital innovator becomes the access point to healthcare for
hundreds of thousands of patients and threatens to undermine the industry's
decades-old business model. Big pharma has long focused on the lucrative
business of drug development, supported by armies of sales people deployed to
persuade physicians to choose its medicines.

But emerging digital technologies are reshaping the landscape. A new generation
of companies is using big data, sensors and artificial intelligence to provide
precise real-time monitoring of patients, especially those suffering from
conditions such as diabetes and chronic obstructive pulmonary disease, which are
imposing a daunting burden on overstretched health budgets.

As a result of the products and services these companies are developing, a
patient's primary point of contact with the health system can sometimes now be a
remote monitoring centre, or disembodied voice on the telephone, instead of a
doctor's office.

""Rather than buying a pill, [insurers or employers] might buy an overall
solution for diabetes,"" says Tom Main, a partner in 7wire Ventures, a venture
capital fund that led the first round of investment in Livongo. ""And that's a
very different framework for pharma.""

Now retired from her job as a registered nurse, Ms Philyaw pays $50 a month for
Livongo's service and lives free of medication. She counts her coach Toby
Smithson, whom she has never met but who has offered practical and psychological
support, as her most frequent point of contact with the health system.

""I have a good relationship with my physician but I feel I speak with [Ms
Smithson] more often,"" she says. ""Having a coach has contributed to fewer doctor
visits and less money spent that way. I feel that she really cares if I make it
or meet my goals [on diet and exercise]"", she adds.

***

Glen Tullman, chief executive of Livongo, says as recently as three years ago
the technology underpinning his company did not exist. But corporate America,
which is a major provider of health insurance, is taking notice. More than half
the companies in the Fortune 100 are working with Livongo and it is eyeing
expansion into Europe, Asia and Canada.

Investors are starting to bet heavily on the potential of technological
innovation to transform the way healthcare is delivered. According to Rock
Health, a venture fund dedicated to  digital health, a total of $4.2bn was
invested in the sector last year, with companies in the analytics and big data
category attracting $341m over 22 deals, more than doubled from 2015.

However the pharma industry will have to grapple with its own entrenched culture
if it is to take advantage of the expansion in digital technologies.

Stefan Biesdorf, who leads McKinsey's digital pharma and medical technology work
in Europe, says the margins achieved by a digital health business are small
compared with those associated with a blockbuster drug, making it harder to
build a commercial case for investment. Moreover, the never-ending cycle of
tweaks and upgrades through which a digital device passes is foreign to an
industry that will wait more than a decade to get a drug from bench to bedside
-- but expects to make no further changes once it has secured regulatory
approval.

Nor is the industry well placed to exploit a new healthcare universe that
requires an ability to build lasting bonds with consumers. He cites as an
example  mySugr, a Vienna-based company that uses a similar blend of technology,
combined with on-demand support, to collect data directly from consumers.

""It only has 50 employees but it has much, much, more in-depth understanding of
patient behaviour in diabetes than probably some of the largest diabetes
companies, or insulin producers, in the world,"" says Mr Biesdorf.

Joe Jimenez, chief executive of Novartis, the Swiss drugmaker that is widely
seen as the leader among big pharma companies on digital health, concedes that
the industry has been ""slow to adopt some of the digital technologies, compared
to other industries"" and recognises ""a risk that some of these digital start-ups
'own' the relationship with the physician and the patient and they distance the
pharmaceutical company from that"".

However, Mr Jimenez, a former Heinz executive whose background is in the fast
moving world of retail, says the industry is adopting digital technologies ""at
an accelerated rate"", and argues that they can boast a base of knowledge the
digital minnows cannot rival.

""I do believe that large pharma companies have an advantage, not on the agility
side but definitely on what they know about disease states, about patients,
about the entire healthcare system, and many of the start-ups don't have that
experience,"" he says.

Mr Jimenez adds that the digital exemplars are ""definitely either potential
competitors or they will become partners"".

A flurry of deals in recent years shows that some pharma groups are racing to
boost digital capability, by buying companies that offer ready-made expertise,
or entering into partnerships as they seek to offer services ""beyond the pill"".

Teva Pharmaceuticals showed the way in 2015 when it announced it was buying
Gecko Health Innovations for an undisclosed sum. The lure was Gecko's main
product, CareTRx, a platform to help chronic sufferers from respiratory disease,
which combines a sensor device that connects to most inhalers with a data
analytics function.

Meanwhile, the French drugmaker Sanofi recently  joined forces with Verily Life
Sciences to work on devices and patient support for diabetics, and Pfizer is
working with IBM Watson as part of its work on immuno-oncology, using its
expertise in data analytics to identify new drug targets.

Erik Nordkamp, the UK head of Pfizer, says the future of healthcare will involve
""a convergence of technologies to come to better solutions"".

""Both locally and globally we are"
BBDFT170515.txt,"    May 15, 2017 Monday 1:44 PM GMT

Technology is the tool to spur a healthcare revolution

BYLINE: John Thornhill

LENGTH: 725 words


The malware attack on Britain's National Health Service is hardly the best
advertisement for digitising healthcare. Those hospitals that had to cancel
operations and revert to pen and paper are unlikely to clamour for putting more
medical records and services online.

But if we want to address the spiralling costs of healthcare we may have no
alternative but to invest in smarter -- and more secure -- technology.
Healthcare systems desperately need a productivity revolution. Technology offers
our best hope of achieving better outcomes at lower cost.

In many countries, healthcare systems are imploding under spending pressures
like so many collapsing lungs. But the demands on healthcare will only rise as
societies age. And, as we have seen in the debate over Obamacare in the US, the
politics of healthcare are often toxic, complicating reform.

Healthcare systems are also riddled with market flaws that baffle those from
other industries. Historically, providers have focused more on inputs than
outcomes. They often prioritise their own convenience over their patients'
needs. As the sick joke goes: the operation was successful, unfortunately the
patient died.

The global mantra is that we must move towards value-based healthcare in which
three Ps are critical: prevention, precision and personalisation. Technology can
help address all three challenges, particularly through the smart use of big
data and  artificial intelligence.

Lloyd Minor, dean of Stanford University School of Medicine, is convinced that
healthcare needs the same kind of consumer revolution that has transformed so
many other sectors of the economy. ""You can engage and empower people with
tech,"" he says.

Any patient can use Google to find out more about the symptoms of a rare
clinical ear disorder that Mr Minor discovered (superior semicircular canal
dehiscence syndrome) than a family practitioner can glean from the medical
records system. Can doctors not make greater use of many of the technologies
they so readily use at home?

Sensors, smartphone apps and data analytics allow more primary care to be
delivered online through services such as ClickWell. They can also enable
""ageing in place"", in which the elderly can be carefully monitored in their own
homes rather than taking up costly places in care homes.

""One of the things that is truly transformational is big data. We can use
electronic systems to deliver better care,"" Mr Minor says. One of the hottest
courses at his school is biomedical data science.

How AI can be further applied to the sector was the subject of the Light Forum,
hosted by the machine learning start-up Roam Analytics, at Stanford last week.

The forum's recurring themes were that new technologies could help people take
more responsibility for their own health, cut waste in the system and enable us
to track the cost-effectiveness of more personalised treatments over time.

Jeff Kindler, former chairman and chief executive of Pfizer, said that for too
long pharmaceuticals companies had been throwing ""darts in the dark"". But more
robust machine learning and AI systems could help identify the most efficient
drugs. ""The real innovators will be rewarded and the others will be losers,"" he
said.

Turning theory into practice will prove a tough task, though. Some healthcare
providers have been burnt by catastrophic attempts to install over-engineered IT
systems. Electronic medical records companies have sometimes deliberately
designed systems to prevent easy data-sharing, locking users into their
services. Many private healthcare providers hoard proprietary data because of
its commercial value.

In Europe, public health systems are understandably reluctant to turn patient
data over to profitmaking private companies. Privacy concerns also prevent the
widespread pooling of data even if almost all of it can be anonymised.

Hans-Georg Eichler, senior medical officer at the European Medical Agency, said
the biggest obstacle to realising the fruits of technology would be the lack of
sufficient data. Some European patients were happy to contribute their data for
the collective good knowing it was invaluable for research. But that attitude
was far from common.

""No data, no drugs is an extremist position but I share it,"" Mr Eichler said.

We desperately need a broader debate about what constitutes safe and appropriate
data donation.


LOAD-DATE: May 25, 2017

LANGUAGE: ENGLISH

PUBLICATION-TYPE: Web Publication


                    "
BBDFT170711 BIS.txt,"
                                     FT.com

                       July 11, 2017 Tuesday 10:47 AM GMT

Pharma turns to big data to gauge care and pricing

BYLINE: Sarah Neville, Global Pharmaceuticals Editor

LENGTH: 1336 words


After many years building successful technology businesses, Jeremy Sohn never
imagined that at 43 he would find himself on the payroll of a big pharmaceutical
company.

But 18 months ago he was appointed global head of digital business development
and licensing at Swiss drugmaker Novartis. His appointment is evidence of how an
industry, slow to respond to the disruption of digitisation, is grasping its
importance as it confronts  pricing pressures, ever-vaster quantities of patient
data and more empowered consumers.

Digitisation is changing the way pharma interacts with payers, doctors and
patients, leading drugmakers to seek out different skills and personality traits
in employees.

Germany's Merck last year appointed 30-year-old James Kugler as its first chief
digital officer, with a degree in biomedical engineering and a tech background.
Boehringer Ingelheim, Europe's biggest private drugmaker, hired Simone Menne as
chief financial officer from airline Lufthansa. She is in charge of a new
digital ""lab"", recruiting data specialists and software developers.

Mr Sohn, whose role at Novartis includes overseeing venture capital investments
in technology companies -- a growing trend in Big Pharma -- says that working
alongside highly qualified scientists, he ""typically feels like the dumbest
person in any meeting"". However, he and other external recruits have brought
mindsets that are helping the group evolve from a pure science company into ""a
data [and] technology company"", he adds.

According to Steven Baert, head of human resources, Novartis is starting to reap
considerable benefits from digital investments, particularly in the speed and
efficiency with which it can test medicines.

He says: ""We're already seeing how real-time data capture can help analyse
patient populations and demographics, to make it easier to recruit patients for
clinical trials, and how real-time data-capture devices, like connected sensors
and patient engagement apps, are helping to create remote clinical trials that
aren't site-dependent.""

In the past five years, these changes have been visible in Novartis's workforce.
While staffing overall has risen by just over 20 per cent, the salesforce -- the
traditional bedrock of pharma companies, and their combined $1tn in global
revenues -- has increased by just 13 per cent.

At the same time the number employed in ""market access"" -- negotiating prices
with payers, whether governments or insurers -- has risen up to five times
faster than the average growth rate and now stands at 1,100.

Novartis employs more than 1,200 dual-qualified mathematicians and engineers to
analyse big data sets and calculate the value of new drugs -- for instance,
their potential to reduce hospitalisations and so cut costs. As recently as six
years ago, not a single one was on the payroll.

Behind these changes lie two key shifts. The first is the determination of
cash-constrained global health systems to secure better value from the drugs
they buy.

The second is the advance of digital technology, which is increasingly playing a
role in how patients manage their conditions and companies communicate the
benefits of their medicines to doctors. GlaxoSmithKline, for example, employs
more than 50 people to run webinars with physicians -- a ""multichannel media
team"" that did not exist five years ago.

The UK drugmaker has begun hiring astrophysicists to work in research and
development, keen to deploy their ability to visualise huge data sets. The
company says these qualities are specially important as it seeks to use
artificial intelligence to help spot patterns and connections amid a mass of
information.

At Boehringer, senior executives say that this level of disruption calls for
agility and entrepreneurialism in employees -- which in some cases may be better
found outside the life sciences sector.

Andreas Neumann, head of HR, explains that, although new CFO Ms Menne had ""no
clue"" about pharma, she had worked in a sector that had faced substantial
upheaval.

""She has significant experience in an industry which is under tremendous cost
pressure and has gone through a tremendous amount of change. And you can learn
from that experience, as a company.""

US-based Pfizer last year recognised this new landscape by establishing a
division to bring together health economists; researchers measuring the outcomes
produced by different medicines; and market access specialists. Previously these
groups had been spread throughout the organisation.

Andy Schmeltz, who heads the division, gives the example of Eliquis, an
anticoagulant produced with Bristol-Myers Squibb. Data analysts processed ""real
world"" evidence -- derived from patients going about their normal lives, rather
than taking part in a carefully managed trial -- that suggested it was more cost
effective than the long-established anticoagulant, Warfarin.

Underpinning this work is a massive repository of data, from sources such as
electronic medical records, that covers ""over 300m lives"", says Mr Schmeltz.

This, he says, ""enables us to query the database and generate insights, even
when we're just trying to figure out the design of a trial and the feasibility
of recruitment; are there enough patients out there that meet certain entry
criteria? It enables us to make better decisions on clinical trial development.
It also enables us to model different outcomes across different diseases.""

At Merck, chief executive Stefan Oschmann enthuses about its new breed of
digitally savvy employee, led by ""forward-thinking"" Mr Kugler. ""We're working on
stuff like the connected lab,"" he says, ""a laboratory where everything, every
container, every machine, every pipette, is smart and connected and captures
data automatically"
BBDFT180204.txt,"

DeepMind develops AI to diagnose eye diseases
Retinal scans used to train an algorithm in "
BBDFT180207.txt,"Letter
Protect our valuable NHS data from Big Tech
From Lord Mitchell, House of Lords, UK


Sir, Google"
